org_type,org_name_clean,doc_count,authority_level,municipality_id,region_id,coverage_region_ids,coverage_region_count,match_method,notes
ΔΗΜΟΣ,ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,3,municipality,9248,,,0,exact,
ΔΗΜΟΣ,ΑΝΑΤΟΛΙΚΗΣ ΣΑΜΟΥ,2,municipality,9264,,,0,manual,name variant or Kleisthenis→Kallikratis parent
ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,1,municipality,9135,,,0,exact,
ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ - ΚΡΕΣΤΕΝΩΝ,37,municipality,9136,,,0,exact,
ΔΗΜΟΣ,ΑΝΔΡΟΥ,5,municipality,9268,,,0,exact,
ΔΗΜΟΣ,ΑΝΩΓΕΙΩΝ,25,municipality,9316,,,0,exact,
ΔΗΜΟΣ,ΑΠΟΚΟΡΩΝΟΥ,1,municipality,9319,,,0,exact,
ΔΗΜΟΣ,ΑΡΓΙΘΕΑΣ,3,municipality,9091,,,0,exact,
ΔΗΜΟΣ,ΑΡΓΟΣΤΟΛΙΟΥ,2,municipality,9120,,,0,manual,name variant or Kleisthenis→Kallikratis parent
ΔΗΜΟΣ,ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,8,municipality,9233,,,0,exact,
ΔΗΜΟΣ,ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,4,municipality,9065,,,0,manual,name variant or Kleisthenis→Kallikratis parent
ΔΗΜΟΣ,ΑΡΙΣΤΟΤΕΛΗ,1,municipality,9056,,,0,exact,
ΔΗΜΟΣ,ΑΡΡΙΑΝΩΝ,4,municipality,9019,,,0,exact,
ΔΗΜΟΣ,ΑΡΤΑΙΩΝ,107,municipality,9073,,,0,exact,
ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,3,municipality,9137,,,0,exact,
ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,7,municipality,9302,,,0,exact,
ΔΗΜΟΣ,ΑΣΠΡΟΠΥΡΓΟΥ,3,municipality,9228,,,0,exact,
ΔΗΜΟΣ,ΑΧΑΡΝΩΝ,2,municipality,9215,,,0,exact,
ΔΗΜΟΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,19,municipality,9216,,,0,exact,
ΔΗΜΟΣ,ΒΕΛΟΥ - ΒΟΧΑΣ,2,municipality,9242,,,0,exact,
ΔΗΜΟΣ,ΒΕΡΟΙΑΣ,1,municipality,9024,,,0,exact,
ΔΗΜΟΣ,ΒΙΑΝΝΟΥ,4,municipality,9303,,,0,exact,
ΔΗΜΟΣ,ΒΟΙΟΥ,1,municipality,9066,,,0,exact,
ΔΗΜΟΣ,ΒΟΛΒΗΣ,8,municipality,9027,,,0,exact,
ΔΗΜΟΣ,ΒΟΛΟΥ,35,municipality,9105,,,0,exact,
ΔΗΜΟΣ,ΒΟΡΕΙΑΣ ΚΕΡΚΥΡΑΣ,3,municipality,9118,,,0,manual,name variant or Kleisthenis→Kallikratis parent
ΔΗΜΟΣ,ΒΡΙΛΗΣΣΙΩΝ,4,municipality,9169,,,0,exact,
ΔΗΜΟΣ,ΒΥΡΩΝΟΣ,4,municipality,9187,,,0,exact,
ΔΗΜΟΣ,ΓΑΛΑΤΣΙΟΥ,3,municipality,9188,,,0,exact,
ΔΗΜΟΣ,ΓΕΩΡΓΙΟΥ ΚΑΡΑΙΣΚΑΚΗ,2,municipality,9074,,,0,exact,
ΔΗΜΟΣ,ΓΛΥΦΑΔΑΣ,1,municipality,9196,,,0,exact,
ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,2,municipality,9304,,,0,exact,
ΔΗΜΟΣ,ΓΟΡΤΥΝΙΑΣ,1,municipality,9238,,,0,exact,
ΔΗΜΟΣ,ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ,2,municipality,9189,,,0,exact,
ΔΗΜΟΣ,ΔΕΛΤΑ,10,municipality,9028,,,0,exact,
ΔΗΜΟΣ,ΔΕΛΦΩΝ,4,municipality,9165,,,0,exact,
ΔΗΜΟΣ,ΔΕΣΚΑΤΗΣ,1,municipality,9062,,,0,exact,
ΔΗΜΟΣ,ΔΗΜΟΣ  ΝΕΑΣ  ΦΙΛΑΔΕΛΦΕΙΑΣ - ΝΕΑΣ ΧΑΛΚΗΔΟΝΑΣ,4,municipality,9193,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,Δήμος Νέας Φιλαδέλφειας-Νέας Χαλκηδόνας - Αττική
ΔΗΜΟΣ,ΔΗΜΟΣ AΓΙΟΥ ΝΙΚΟΛΑΟΥ,2,municipality,9310,,,0,raw_alias_from_clean,raw alias of: AΓΙΟΥ ΝΙΚΟΛΑΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΒΔΗΡΩΝ,2,municipality,9015,,,0,raw_alias_from_clean,raw alias of: ΑΒΔΗΡΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΓΙΑΣ,4,municipality,9097,,,0,raw_alias_from_clean,raw alias of: ΑΓΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,6,municipality,9179,ΑΤΤΙΚΗΣ,,0,manual_review_municipality,Δήμος Αγίας Βαρβάρας - Αττική
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,6,municipality,9167,,,0,raw_alias_from_clean,raw alias of: ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,2,municipality,9314,ΚΡΗΤΗΣ,,0,manual_review_municipality,Δήμος Αγίου Βασιλείου - Κρήτη
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,4,municipality,9194,,,0,raw_alias_from_clean,raw alias of: ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜΑΤΕΡΟΥ,14,municipality,9180,,,0,raw_alias_from_clean,raw alias of: ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜΑΤΕΡΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΓΚΙΣΤΡΙΟΥ,6,municipality,9207,,,0,raw_alias_from_clean,raw alias of: ΑΓΚΙΣΤΡΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΓΡΙΝΙΟΥ,10,municipality,9123,,,0,raw_alias_from_clean,raw alias of: ΑΓΡΙΝΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,4,municipality,9186,,,0,raw_alias_from_clean,raw alias of: ΑΘΗΝΑΙΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΙΓΙΑΛΕΙΑΣ,26,municipality,9130,,,0,raw_alias_from_clean,raw alias of: ΑΙΓΙΑΛΕΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,6,municipality,9006,,,0,raw_alias_from_clean,raw alias of: ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΛΙΑΡΤΟΥ,6,municipality,9142,,,0,raw_alias_from_clean,raw alias of: ΑΛΙΑΡΤΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΛΜΥΡΟΥ,2,municipality,9104,,,0,raw_alias_from_clean,raw alias of: ΑΛΜΥΡΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΛΜΩΠΙΑΣ,12,municipality,9042,,,0,raw_alias_from_clean,raw alias of: ΑΛΜΩΠΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΛΟΝΝΗΣΟΥ,2,municipality,9109,,,0,raw_alias_from_clean,raw alias of: ΑΛΟΝΝΗΣΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΜΑΡΟΥΣΙΟΥ,4,municipality,9168,,,0,raw_alias_from_clean,raw alias of: ΑΜΑΡΟΥΣΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΜΟΡΓΟΥ,2,municipality,9291,,,0,raw_alias_from_clean,raw alias of: ΑΜΟΡΓΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΜΠΕΛΟΚΗΠΩΝ - ΜΕΝΕΜΕΝΗΣ,2,municipality,9026,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,Δήμος Αμπελοκήπων-Μενεμένης - Κεντρική Μακεδονία
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΜΥΝΤΑΙΟΥ,2,municipality,9070,,,0,raw_alias_from_clean,raw alias of: ΑΜΥΝΤΑΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΜΦΙΚΛΕΙΑΣ - ΕΛΑΤΕΙΑΣ,16,municipality,9158,,,0,raw_alias_from_clean,raw alias of: ΑΜΦΙΚΛΕΙΑΣ - ΕΛΑΤΕΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΜΦΙΛΟΧΙΑΣ,8,municipality,9125,,,0,raw_alias_from_clean,raw alias of: ΑΜΦΙΛΟΧΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΜΦΙΠΟΛΗΣ,2,municipality,9049,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,Δήμος Αμφίπολης - Κεντρική Μακεδονία
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,6,municipality,9248,,,0,raw_alias_from_clean,raw alias of: ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΝΑΤΟΛΙΚΗΣ ΣΑΜΟΥ,10,municipality,9264,,,0,raw_alias_from_clean,raw alias of: ΑΝΑΤΟΛΙΚΗΣ ΣΑΜΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,2,municipality,9135,,,0,raw_alias_from_clean,raw alias of: ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΝΔΡΟΥ,4,municipality,9268,,,0,raw_alias_from_clean,raw alias of: ΑΝΔΡΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΝΤΙΠΑΡΟΥ,4,municipality,9293,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,0,manual_review_municipality,Δήμος Αντιπάρου - Νότιο Αιγαίο
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΝΩΓΕΙΩΝ,4,municipality,9316,,,0,raw_alias_from_clean,raw alias of: ΑΝΩΓΕΙΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΠΟΚΟΡΩΝΟΥ,4,municipality,9319,,,0,raw_alias_from_clean,raw alias of: ΑΠΟΚΟΡΩΝΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΡΓΙΘΕΑΣ,2,municipality,9091,,,0,raw_alias_from_clean,raw alias of: ΑΡΓΙΘΕΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΡΓΟΣΤΟΛΙΟΥ,150,municipality,9120,,,0,raw_alias_from_clean,raw alias of: ΑΡΓΟΣΤΟΛΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ,14,municipality,9233,,,0,raw_alias_from_clean,raw alias of: ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΡΙΣΤΟΤΕΛΗ,6,municipality,9056,,,0,raw_alias_from_clean,raw alias of: ΑΡΙΣΤΟΤΕΛΗ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΡΡΙΑΝΩΝ,4,municipality,9019,,,0,raw_alias_from_clean,raw alias of: ΑΡΡΙΑΝΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΡΤΑΙΩΝ,4,municipality,9073,,,0,raw_alias_from_clean,raw alias of: ΑΡΤΑΙΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,24,municipality,9137,,,0,raw_alias_from_clean,raw alias of: ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,2,municipality,9302,,,0,raw_alias_from_clean,raw alias of: ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΣΠΡΟΠΥΡΓΟΥ,2,municipality,9228,,,0,raw_alias_from_clean,raw alias of: ΑΣΠΡΟΠΥΡΓΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΑΧΑΡΝΩΝ,12,municipality,9215,,,0,raw_alias_from_clean,raw alias of: ΑΧΑΡΝΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,12,municipality,9216,,,0,raw_alias_from_clean,raw alias of: ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΒΕΛΒΕΝΤΟΥ,4,municipality,9069,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,"Δήμος Βελβεντού - ενσωματώθηκε στον Δήμο Σερβίων-Βελβεντού, Δυτική Μακεδονία"
ΔΗΜΟΣ,ΔΗΜΟΣ ΒΕΛΟΥ - ΒΟΧΑΣ,14,municipality,9242,,,0,raw_alias_from_clean,raw alias of: ΒΕΛΟΥ - ΒΟΧΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΒΕΡΟΙΑΣ,32,municipality,9024,,,0,raw_alias_from_clean,raw alias of: ΒΕΡΟΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΒΙΑΝΝΟΥ,10,municipality,9303,,,0,raw_alias_from_clean,raw alias of: ΒΙΑΝΝΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΒΙΣΑΛΤΙΑΣ,2,municipality,9050,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,Δήμος Βισαλτίας - Κεντρική Μακεδονία
ΔΗΜΟΣ,ΔΗΜΟΣ ΒΟΙΟΥ,2,municipality,9066,,,0,raw_alias_from_clean,raw alias of: ΒΟΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΒΟΛΒΗΣ,30,municipality,9027,,,0,raw_alias_from_clean,raw alias of: ΒΟΛΒΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΒΟΛΟΥ,16,municipality,9105,,,0,raw_alias_from_clean,raw alias of: ΒΟΛΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΒΟΡΕΙΑΣ ΚΕΡΚΥΡΑΣ,4,municipality,9118,,,0,raw_alias_from_clean,raw alias of: ΒΟΡΕΙΑΣ ΚΕΡΚΥΡΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ,2,municipality,9237,ΠΕΛΟΠΟΝΝΗΣΟΥ,,0,manual_review_municipality,Δήμος Βόρειας Κυνουρίας - Πελοπόννησος
ΔΗΜΟΣ,ΔΗΜΟΣ ΒΟΡΕΙΩΝ ΤΖΟΥΜΕΡΚΩΝ,8,municipality,9080,ΗΠΕΙΡΟΥ,,0,manual_review_municipality,Δήμος Βορείων Τζουμέρκων - Ήπειρος
ΔΗΜΟΣ,ΔΗΜΟΣ ΒΡΙΛΗΣΣΙΩΝ,14,municipality,9169,,,0,raw_alias_from_clean,raw alias of: ΒΡΙΛΗΣΣΙΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΒΥΡΩΝΟΣ,12,municipality,9187,,,0,raw_alias_from_clean,raw alias of: ΒΥΡΩΝΟΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΓΑΛΑΤΣΙΟΥ,4,municipality,9188,,,0,raw_alias_from_clean,raw alias of: ΓΑΛΑΤΣΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΓΛΥΦΑΔΑΣ,14,municipality,9196,,,0,raw_alias_from_clean,raw alias of: ΓΛΥΦΑΔΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΓΟΡΤΥΝΙΑΣ,6,municipality,9238,,,0,raw_alias_from_clean,raw alias of: ΓΟΡΤΥΝΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ,2,municipality,9189,,,0,raw_alias_from_clean,raw alias of: ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΔΕΛΤΑ,8,municipality,9028,,,0,raw_alias_from_clean,raw alias of: ΔΕΛΤΑ
ΔΗΜΟΣ,ΔΗΜΟΣ ΔΕΛΦΩΝ,54,municipality,9165,,,0,raw_alias_from_clean,raw alias of: ΔΕΛΦΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΔΙΔΥΜΟΤΕΙΧΟΥ,8,municipality,9007,,,0,raw_alias_from_clean,raw alias of: ΔΙΔΥΜΟΤΕΙΧΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΔΙΟΝΥΣΟΥ,26,municipality,9217,,,0,raw_alias_from_clean,raw alias of: ΔΙΟΝΥΣΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΔΙΟΥ - ΟΛΥΜΠΟΥ,8,municipality,9046,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,Δήμος Δίου-Ολύμπου - Κεντρική Μακεδονία
ΔΗΜΟΣ,ΔΗΜΟΣ ΔΙΡΦΥΩΝ - ΜΕΣΣΑΠΙΩΝ,2,municipality,9148,,,0,raw_alias_from_clean,raw alias of: ΔΙΡΦΥΩΝ - ΜΕΣΣΑΠΙΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΔΟΜΟΚΟΥ,16,municipality,9159,,,0,raw_alias_from_clean,raw alias of: ΔΟΜΟΚΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΔΟΞΑΤΟΥ,2,municipality,9001,,,0,raw_alias_from_clean,raw alias of: ΔΟΞΑΤΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΔΡΑΜΑΣ,20,municipality,9002,,,0,raw_alias_from_clean,raw alias of: ΔΡΑΜΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΑΧΑΙΑΣ,12,municipality,9131,,,0,raw_alias_from_clean,raw alias of: ΔΥΤΙΚΗΣ ΑΧΑΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΛΕΣΒΟΥ,40,municipality,9261,,,0,raw_alias_from_clean,raw alias of: ΔΥΤΙΚΗΣ ΛΕΣΒΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΜΑΝΗΣ,12,municipality,9253,,,0,raw_alias_from_clean,raw alias of: ΔΥΤΙΚΗΣ ΜΑΝΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΔΥΤΙΚΗΣ ΣΑΜΟΥ,6,municipality,9264,,,0,raw_alias_from_clean,raw alias of: ΔΥΤΙΚΗΣ ΣΑΜΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΔΩΔΩΝΗΣ,10,municipality,9081,,,0,raw_alias_from_clean,raw alias of: ΔΩΔΩΝΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΕΔΕΣΣΑΣ,2,municipality,9043,,,0,raw_alias_from_clean,raw alias of: ΕΔΕΣΣΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΕΛΑΣΣΟΝΑΣ,4,municipality,9098,,,0,raw_alias_from_clean,raw alias of: ΕΛΑΣΣΟΝΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΕΛΑΦΟΝΗΣΟΥ,2,municipality,9249,,,0,raw_alias_from_clean,raw alias of: ΕΛΑΦΟΝΗΣΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΕΛΕΥΣΙΝΑΣ,10,municipality,9229,,,0,raw_alias_from_clean,raw alias of: ΕΛΕΥΣΙΝΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ,2,municipality,9197,,,0,raw_alias_from_clean,raw alias of: ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΕΟΡΔΑΙΑΣ,4,municipality,9067,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,Δήμος Εορδαίας - Δυτική Μακεδονία
ΔΗΜΟΣ,ΔΗΜΟΣ ΕΠΙΔΑΥΡΟΥ,4,municipality,9234,,,0,raw_alias_from_clean,raw alias of: ΕΠΙΔΑΥΡΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΕΡΜΙΟΝΙΔΑΣ,10,municipality,9235,,,0,raw_alias_from_clean,raw alias of: ΕΡΜΙΟΝΙΔΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΕΡΥΜΑΝΘΟΥ,6,municipality,9132,,,0,raw_alias_from_clean,raw alias of: ΕΡΥΜΑΝΘΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΕΥΡΩΤΑ,2,municipality,9250,,,0,raw_alias_from_clean,raw alias of: ΕΥΡΩΤΑ
ΔΗΜΟΣ,ΔΗΜΟΣ ΖΑΓΟΡΑΣ - ΜΟΥΡΕΣΙΟΥ,12,municipality,9106,,,0,raw_alias_from_clean,raw alias of: ΖΑΓΟΡΑΣ - ΜΟΥΡΕΣΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΖΑΓΟΡΙΟΥ,30,municipality,9082,,,0,raw_alias_from_clean,raw alias of: ΖΑΓΟΡΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΖΑΚΥΝΘΟΥ,4,municipality,9116,,,0,raw_alias_from_clean,raw alias of: ΖΑΚΥΝΘΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΖΑΧΑΡΩΣ,4,municipality,9138,,,0,raw_alias_from_clean,raw alias of: ΖΑΧΑΡΩΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΖΗΡΟΥ,4,municipality,9088,,,0,raw_alias_from_clean,raw alias of: ΖΗΡΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΖΙΤΣΑΣ,16,municipality,9083,ΗΠΕΙΡΟΥ,,0,manual_review_municipality,Δήμος Ζίτσας - Ήπειρος
ΔΗΜΟΣ,ΔΗΜΟΣ ΖΩΓΡΑΦΟΥ,4,municipality,9190,,,0,raw_alias_from_clean,raw alias of: ΖΩΓΡΑΦΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΗΓΟΥΜΕΝΙΤΣΑΣ,2,municipality,9077,ΗΠΕΙΡΟΥ,,0,manual_review_municipality,Δήμος Ηγουμενίτσας - Ήπειρος
ΔΗΜΟΣ,ΔΗΜΟΣ ΗΛΙΔΑΣ,16,municipality,9139,,,0,raw_alias_from_clean,raw alias of: ΗΛΙΔΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΗΛΙΟΥΠΟΛΗΣ,14,municipality,9191,,,0,raw_alias_from_clean,raw alias of: ΗΛΙΟΥΠΟΛΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΗΡΑΚΛΕΙΑΣ,4,municipality,9052,,,0,raw_alias_from_clean,raw alias of: ΗΡΑΚΛΕΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ,2,municipality,9170,,,0,raw_alias_from_clean,raw alias of: ΗΡΑΚΛΕΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΗΡΑΚΛΕΙΟΥ (ΚΡΗΤΗΣ),2,municipality,9305,,,0,raw_alias_from_clean,raw alias of: ΗΡΑΚΛΕΙΟΥ (ΚΡΗΤΗΣ)
ΔΗΜΟΣ,ΔΗΜΟΣ ΘΑΣΟΥ,24,municipality,9011,,,0,raw_alias_from_clean,raw alias of: ΘΑΣΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΘΕΡΜΗΣ,12,municipality,9030,,,0,raw_alias_from_clean,raw alias of: ΘΕΡΜΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΘΕΡΜΟΥ,4,municipality,9126,,,0,raw_alias_from_clean,raw alias of: ΘΕΡΜΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,4,municipality,9031,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,,0,manual_review_municipality,Δήμος Θεσσαλονίκης - Κεντρική Μακεδονία
ΔΗΜΟΣ,ΔΗΜΟΣ ΘΗΒΑΙΩΝ,20,municipality,9144,,,0,raw_alias_from_clean,raw alias of: ΘΗΒΑΙΩΝ
ΔΗΜΟΣ,ΔΗΜΟΣ ΙΕΡΑΠΕΤΡΑΣ,6,municipality,9311,ΚΡΗΤΗΣ,,0,manual_review_municipality,Δήμος Ιεράπετρας - Κρήτη
ΔΗΜΟΣ,ΔΗΜΟΣ ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,12,municipality,9127,,,0,raw_alias_from_clean,raw alias of: ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΙΗΤΩΝ,4,municipality,9271,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,,0,manual_review_municipality,Δήμος Ιητών (Ίος) - Νότιο Αιγαίο
ΔΗΜΟΣ,ΔΗΜΟΣ ΙΘΑΚΗΣ,12,municipality,9117,,,0,raw_alias_from_clean,raw alias of: ΙΘΑΚΗΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΙΚΑΡΙΑΣ,2,municipality,9259,,,0,raw_alias_from_clean,raw alias of: ΙΚΑΡΙΑΣ
ΔΗΜΟΣ,ΔΗΜΟΣ ΙΛΙΟΥ,12,municipality,9182,,,0,raw_alias_from_clean,raw alias of: ΙΛΙΟΥ
ΔΗΜΟΣ,ΔΗΜΟΣ ΙΣΤΙΑΙΑΣ - ΑΙΔΗΨΟΥ,2,municipality,9150,,,0,raw_alias_from_clean,raw alias of: ΙΣΤΙΑΙΑΣ - ΑΙΔΗΨΟΥ
